0,1,2,3,4,price
0.8628142227662622,1.0557577478333484,0.977209744219811,0.9604359316935626,0.980711984030744,326.0
-1.029380388381798,-1.2071053995436392,-1.190654023986267,-1.1600527283549609,0.980711984030744,
0.8628142227662622,0.9043062773396131,0.9426621144476025,0.9743865149833552,0.980711984030744,327.0
0.02183884003379107,0.1648667449290226,0.1912511669020693,0.24895618391412364,0.980711984030744,334.0
-0.020209929102832532,0.1826845649871095,0.18261425945901738,0.17920326746515872,0.980711984030744,
-0.9873316192451745,-1.12692520928225,-1.0611004123404861,-1.1182009784855818,0.980711984030744,336.0
0.4213021468317148,0.7083102567006616,0.6403703539407791,0.43031376668143134,0.08746950344849795,
0.21105830114859703,0.45886077588745017,0.4762691125227888,0.31870910036308797,-0.8057729771337482,
0.5474484542415856,0.7350369867877908,0.7526501507004564,0.6953748491874966,0.980711984030744,337.0
-0.20942939021763873,0.04014200452241725,0.0703344626993401,-0.030055481881734864,0.980711984030744,
-0.5878683124472507,-0.5211193273073079,-0.4737907062129424,-0.5043753137346937,0.980711984030744,339.0
0.4213021468317148,0.5123142360617093,0.5280905571811011,0.6256219327385323,-0.8057729771337482,
0.610521607946521,0.7795815369330077,0.7008287060421433,0.7930289322160474,0.08746950344849795,342.0
-0.5458195433106271,-0.43203022701687566,-0.45651689132683854,-0.4067212307061435,0.980711984030744,
-1.0504047729501098,-1.2071053995436392,-1.190654023986267,-1.285607977963097,0.08746950344849795,345.0
-0.8191365426986803,-0.8863846384980816,-0.8883622634794438,-0.7973375628203448,0.08746950344849795,345.0
-1.0083560038134862,-1.1536519393693792,-1.1042849495557463,-1.2298056448039252,-0.8057729771337482,
0.02183884003379107,0.3697716755970179,0.2689833338895381,0.09549976772640116,0.08746950344849795,351.0
-0.7981121581303685,-0.7794777181495625,-0.7415348369475581,-0.8252387293999307,0.980711984030744,351.0
-0.020209929102832532,0.1381400148418926,0.1912511669020693,0.13735151759578024,0.08746950344849795,351.0
-1.1555266957916688,-1.5367350706182399,-1.4411243398347782,-1.453014977440612,0.980711984030744,351.0
3.5959842166467935,2.766268473409654,2.6354959732858143,2.383395427252439,0.08746950344849795,352.0
0.6946191462197677,0.8864884572815269,0.8131085028018206,0.80697951550584,0.08746950344849795,353.0
0.4423265314000266,0.5835855162940555,0.6058227241685706,0.6535230993181176,0.08746950344849795,353.0
-1.0504047729501098,-1.2249232196017252,-1.1561063942140586,-1.2716573946733043,0.08746950344849795,353.0
2.586813757367828,2.2228249616380156,2.195013693690157,1.825372095660722,-0.8057729771337482,354.0
-1.0083560038134862,-1.2516499496888553,-1.1820171165432152,-1.1461021450651676,0.08746950344849795,355.0
0.5264240696732738,0.6637657065554454,0.7094656134851953,0.639572516028325,-0.8057729771337482,357.0
0.505399685104962,0.6103122463811855,0.5453643720672057,0.7511771823466683,-1.6990154577159942,
-0.840160927266992,-0.9220202786142547,-0.9315468006947042,-0.8252387293999307,0.08746950344849795,357.0
1.0310092993127566,1.323025048704646,1.2449538749544258,0.8767324319548043,-1.6990154577159942,
-0.8191365426986803,-0.8596579084109525,-0.9315468006947042,-0.769436396240759,-1.6990154577159942,
2.523740603662893,1.9911933008828904,2.005001729943012,1.9369767619790654,-1.6990154577159942,402.0
-1.0504047729501098,-1.2783766797759852,-1.2252016537584756,-1.2298056448039252,0.980711984030744,402.0
0.21105830114859703,0.29850039536467177,0.3899000380922681,0.31870910036308797,0.980711984030744,
0.21105830114859703,0.40540731571319094,0.338078593433955,0.34661026694267383,0.08746950344849795,402.0
-0.9663072346768627,-1.1180162992532061,-1.1215587644418503,-1.0902998119059966,0.980711984030744,402.0
-1.1765510803599806,-1.5723707107344125,-1.5015826919361432,-1.4669655607304046,0.980711984030744,402.0
-0.16738062108101515,-0.04003818573897195,-0.007397704288128713,0.08154918443660854,-0.8057729771337482,
-0.6299170815838743,-0.5478460573944379,-0.5169752434282036,-0.6159799800530371,-0.8057729771337482,403.0
0.4423265314000266,0.5479498761778824,0.5540012795102577,0.7232760157670819,-1.6990154577159942,
-0.7770877735620567,-0.8418400883528655,-0.7760824667197666,-0.7415352296611738,0.980711984030744,
-0.6088926970155625,-0.5745727874815679,-0.5860705029726204,-0.44857298057552203,-0.8057729771337482,403.0
0.31618022399015583,0.4499518658584071,0.338078593433955,0.48611609984060306,0.08746950344849795,403.0
0.7997410690613267,0.9488508274848292,0.9426621144476025,0.9883370982731478,-0.8057729771337482,403.0
-0.8611853118353039,-0.8596579084109525,-0.8192670039350269,-1.0205468954570316,0.980711984030744,403.0
-0.9663072346768627,-1.1803786694565093,-1.07837422722659,-1.0205468954570316,-0.8057729771337482,403.0
1.0730580684493802,1.1983003082980406,1.1931324302961135,1.0301888481425268,0.08746950344849795,403.0
-0.10430746737607974,0.07577764463859031,0.035786832927131654,0.08154918443660854,0.980711984030744,
0.4213021468317148,0.5212231460907533,0.45899529763668423,0.6535230993181176,-1.6990154577159942,
1.4935457598156157,1.287389408588473,1.175858615410009,1.5184592632852782,-2.5922579382982405,404.0
-0.8822096964036157,-0.9843826488175578,-0.9315468006947042,-0.9089422291386883,0.980711984030744,404.0
-1.0083560038134862,-1.162560849398423,-1.1474694867710067,-1.132151561775375,0.980711984030744,
